5, 0, 0, 0, 218, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
6, 0, 0, 0, 218, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
7, 0, 0, 0, 218, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
0, 0, 0, 0, 219, 108, 0, 0, 0, 0, 0, 0, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 254, 254, 0, 254, 0, 254, 0, 254, 0, 254, 0, 0, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 254, 0, 254, 0, 254, 254, 254, 254, 0, 254, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 0, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 0, 254, 0, 254, 0, 254, 0, 254, 0, 254, 0, 254, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 0, 254, 0, 254, 0, 254, 0, 254, 254, 254, 0, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 0
1, 0, 0, 0, 219, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
2, 0, 0, 0, 219, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
3, 0, 0, 0, 219, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
4, 0, 0, 0, 219, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
5, 0, 0, 0, 219, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
6, 0, 0, 0, 219, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
7, 0, 0, 0, 219, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
0, 0, 0, 0, 220, 108, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 0, 0, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 254, 0, 254, 0, 0, 0, 0, 254, 0, 254, 0, 0, 0, 0, 0, 0, 254, 0, 0, 254, 254, 0, 254, 254, 254, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 0, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 0, 0, 0, 0, 254, 0, 0, 0, 0
1, 0, 0, 0, 220, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
2, 0, 0, 0, 220, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
3, 0, 0, 0, 220, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
4, 0, 0, 0, 220, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
5, 0, 0, 0, 220, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
6, 0, 0, 0, 220, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
7, 0, 0, 0, 220, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
0, 0, 0, 0, 221, 108, 0, 0, 0, 0, 0, 0, 0, 254, 0, 254, 254, 254, 0, 254, 0, 254, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0, 0, 0, 254, 0, 254, 254, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 0, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 0, 254, 0, 254, 0, 254, 0, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 0, 254, 0, 254, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 254, 254, 254, 254, 254, 254, 254, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 221, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
2, 0, 0, 0, 221, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
3, 0, 0, 0, 221, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
4, 0, 0, 0, 221, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
5, 0, 0, 0, 221, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
6, 0, 0, 0, 221, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
7, 0, 0, 0, 221, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
0, 0, 0, 0, 222, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 254, 0, 0, 0, 254, 254, 254, 0, 254, 254, 254, 0, 254, 0, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 0, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 254, 0, 254, 0, 254, 0, 254, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 0, 254, 0, 254, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0, 0, 0
1, 0, 0, 0, 222, 108, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 254, 254, 0, 254, 254, 254, 0, 254, 254, 0, 0, 0, 0, 0, 254, 0, 254, 0, 0, 254, 0, 0, 254, 254, 254, 0, 0, 0, 0, 0, 254, 0, 0, 254, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 254, 254, 0, 0, 0, 254, 0, 254, 0, 254, 254, 254, 0, 254, 0, 0, 254, 0, 254, 0, 0, 0, 254, 254, 0, 0, 254, 254, 0, 0, 254, 254, 254, 0, 0, 254, 254, 254, 254, 0, 254, 0, 0, 254, 254, 254, 254, 254, 0, 0, 0, 254, 0, 0, 254, 0, 254, 254, 254, 254, 254, 0, 254, 0, 254, 0, 0, 0, 0
